Foundation,Communities,FormalName,Location,Region
Ruislip Priory,"Benedictine monksalien house: dependent Bec-Hellouin;founded (during the reign of William the Conqueror) land granted by Ernulph de Heding;
conventual until after? c.1250;
parcel of Ogbourne, Wiltshire 1291;dissolved 1404;granted to Ralph Sadler 1540/1;
Manor Farm House built 16th century",Riselipp Priory,51°34′44″N 0°25′38″W﻿ / ﻿51.5787964°N 0.4273295°W﻿ / 51.5787964; -0.4273295﻿ (Ruislip Priory),London
St Bartholomew's Priory +,"Augustinian Canons Regularfounded 1123, land obtained from Henry I by Roahere, formerly a minstrel at court;
became a priory with a separate hospital;dissolved October 1539; granted to Lord Rich 1558/9;
now St Bartholomew's Hospital, and priory church in parochial use","The Priory Church of St Bartholomew-the-Great, Smithfield",51°31′7.92″N 0°05′58.77″W﻿ / ﻿51.5188667°N 0.0996583°W﻿ / 51.5188667; -0.0996583﻿ (St Bartholomew's Priory),London
Sheen Priory,"Carthusian monksfounded c.1414 by Henry V;dissolved 1539; granted to Edward, Earl of Hertford 1540/1;restored 26 January 1557 by Queen Mary, under Maurice Chauncy of London (who became prior)dissolved by Elizabeth I","The Priory Church of Jesus of Bethlehem
____________________Richmond Priory;Shene Priory",,London
Sheen Whitefriars,Carmelite Friarsfounded c.1315;dissolved c.1318; community transferred by Edward II to his manor called the 'Palace of Beaufort' at Oxford 1317-8,,,London
Southwark Cathedral Priory +,"Saxon minster church pre-1066, allegedly built on the remains of an earlier nunnery; probably founded as a burghal minster either late in the reign of Alfred or earlier in the reign of Edward the Elder; probably succeeded the minster at Bermondsey;Augustinian Canons Regular(re)founded 1106;
largely destroyed by fire 1212; subsequently rebuilt;dissolved 27 October 1539; granted to Sir Antony Brown 1544/5;
episcopal diocesan cathedralfounded 1 May 1905: see created for new diocese separated from Rochester; extant","The Priory Church of Saint Mary Overie, Southwark",51°30′22″N 0°05′23″W﻿ / ﻿51.506118°N 0.089660°W﻿ / 51.506118; -0.089660﻿ (Southwark Cathedral Priory),London
Stratford Langthorne Abbey,"Savignac monksfounded 25 July 1135;Cistercian monks
orders merged 17 September 1147;dissolved 1538","The Abbey Church of Saint Mary, Stratford Langthorne
____________________West Ham Abbey",51°32′00″N 00°00′00″W﻿ / ﻿51.53333°N -0.00000°E﻿ / 51.53333; -0.00000﻿ (Stratford Langthorne Abbey),London
Stratford Friary *,"Franciscan Friars Minor
extant",,51°32′40″N 0°00′14″E﻿ / ﻿51.5444802°N 0.0038087°E﻿ / 51.5444802; 0.0038087﻿ (Stratford Friary),London
Syon Abbey,"Bridgetine nunsfounded 1431;dissolved 1539;
18th century house acquired",Charterhouse at Sheen,51°28′36″N 0°18′45″W﻿ / ﻿51.4767456°N 0.3124881°W﻿ / 51.4767456; -0.3124881﻿ (Syon Abbey),London
Tooting Priory,"Benedictine monksalien house: dependent on Bec-Hellouin;
manor held by Bec-Hellouin at the Domesday Survey;founded before 1086: granted by Richard de Tonbridge, Lord of Clare;dissolved before 1315(?); parcel of Ogbourne 1315;dissolved by Henry V 1414 and granted to his brother John, Duke of Bedford; on his death 14 September 1436, it passed to Henry VI who granted to John Ardern for ten years;granted to Eton College 1440",Tooting Bec Priory,51°25′56″N 0°08′44″W﻿ / ﻿51.4323338°N 0.1456654°W﻿ / 51.4323338; -0.1456654﻿ (Tooting Priory),London
Twickenham Abbey,Bridgetine nunsfounded 1415 by Henry V (who laid the first stone 22 February and signed charter 3 March);transferred to Syon 1431,,,London
Twickenham Priory,"Anglican Benedictine nunstransferred from Feltham;transferred to West Malling, Kent",,,London
Upminster,"Saxon 'minster';
possibly on site now occupied by the Parish Church of St Laurence",,51°33′21″N 0°14′52″E﻿ / ﻿51.555765°N 0.2479085°E﻿ / 51.555765; 0.2479085﻿ (Upminster (possible)) (possible),London
Westminster Abbey +,"legendary very early foundation[note 4];
possibly monastery founded c.616 (probably just a chapel or church) by Sebert on instruction by Bishop Mellitus;
some evidence of monastery, possibly secular, founded before 785, destroyed? in raids by the Danes 871-2?, restoredBenedictine monksfounded c.960 (959)[note 5];dissolved 16 January 1540;
episcopal cathedral 1540-1550;restored 1556;dissolved 1559;
collegiate church 1560;
now in use as a royal peculiar",The Abbey Church of Saint Peter in Westminster,51°29′57″N 0°07′39″W﻿ / ﻿51.4992743°N 0.12748°W﻿ / 51.4992743; -0.12748﻿ (Westminster Abbey),London
Westminster Pied Friars,Pied Friars(appears to be the same establishment as the London Areno Friars and London Pied Friars),,51°30′34″N 0°07′20″W﻿ / ﻿51.5093267°N 0.1223248°W﻿ / 51.5093267; -0.1223248﻿ (Westminster Pied Friars),London
Woodford Green Friary *,"Franciscan Friars Minor
extant",Friary and Parish of St Thomas of Canterbury,51°36′55″N 0°01′28″E﻿ / ﻿51.615172°N 0.0245583°E﻿ / 51.615172; 0.0245583﻿ (Woodford Green Friary),London
Birkenhead Priory,"Benedictine monksfounded c.1150 by Hamon de Masci, Baron of Dunham Massey;dissolved 1536; granted to Ralph Worseley 1544/5","St James the Great
____________________Birkenhedde Priory;Bircheved Priory;Byrkett Priory;Birket-wood Priory",53°23′22″N 3°0′41″W﻿ / ﻿53.38944°N 3.01139°W﻿ / 53.38944; -3.01139﻿ (Birkenhead Priory),Merseyside
Bromborough Monastery +,"built by Aethelflaed, apparently incorporating an earlier foundation;(also given as located in Devon[note 1])granted to the Abbey of St Werburgh 1152;
irrevokably dilapidated before 1827;demolished 1827;
successor church built on site from monastic material; demolished 1863-4;
new church built just to the south of the site",,53°19′59″N 2°58′44″W﻿ / ﻿53.3330193°N 2.9788291°W﻿ / 53.3330193; -2.9788291﻿ (Bromborough Monastery),Merseyside
Hilbre Island Monastery,"Benedictine monksfounded after 1093;
cell of Our Lady of monks, Chester;
chapel (built before 1081) granted to Chester;
apparently merely a hermitage, although a prior is attributeddissolved 1539","St Mary
____________________Ilbre Monastery;Hilbury Monastery;Holburgh Monastery",53°22′52″N 3°13′23″W﻿ / ﻿53.381025°N 3.222942°W﻿ / 53.381025; -3.222942﻿ (Hilbre Island Monastery),Merseyside
Aldeby Priory ^(+),"Benedictine monksdependent on Norwich;founded c.1100-1119 (during the reign of Henry I) by Herbert de Losinga, Bishop of Norwich;
lack of evidence for a conventual church infers that the monks officiated at the parochial church of St Mary which was granted to the priory;granted to the Dean and Prebendary of Norwich","The Priory Church of Saint Mary, Aldeby",52°28′43″N 1°35′56″E﻿ / ﻿52.4785591°N 1.5989614°E﻿ / 52.4785591; 1.5989614﻿ (Aldeby Priory),Norfolk
Beeston Regis Priory,Augustinian Canons Regularfounded c.1216 (about the end of the reign of King John) by Lady Margery de Cressy;Carmelite Friarsrefounded 1400;dissolved 1539; granted to Sir Edmond Windham and Giles Seafoule 1545/6,"The Priory Church of Saint Mary, Beeston Regis
____________________Beeston Priory",52°56′19″N 1°13′27″E﻿ / ﻿52.9387429°N 1.2241763°E﻿ / 52.9387429; 1.2241763﻿ (Beeston Priory),Norfolk
Binham Priory +,"Benedictine monks
priory cell dependent on St Albans, Hertfordshire;founded c.1091 (before 1093) by Peter de Valoines, manor granted by William the Conqueror;dissolved 1539; granted to Sir Thomas Paston;demolition ensued but the plan to build a mansion was abandoned;
nave of conventual church in parochial use as the Priory Church of St Mary and the Holy Cross;
owned by Norfolk Archaeological Trust; (EH)","The Priory Church of Saint Mary the Virgin, Binham
The Priory Church of Saint Peter and Saint Paul, Binham?",52°55′12″N 0°56′48″E﻿ / ﻿52.920026°N 0.94667°E﻿ / 52.920026; 0.94667﻿ (Binham Priory),Norfolk
Blackborough Priory ^,"Benedictine monksfounded c.1150 by Roger de Scales and his wife Muriel;Benedictine monks and nunsgranted extended for use as a double house by Robert de Scales, son of the founders c.1170(?);Benedictine nuns alone 1200;dissolved 1537; granted to the Bishop of Norwich 1550/1;
remains incorporated into a private house","The Priory Church of the Blessed Virgin Mary and Saint Catherine, Blackborough",52°41′54″N 0°28′30″E﻿ / ﻿52.6982645°N 0.4749656°E﻿ / 52.6982645; 0.4749656﻿ (Blackborough Priory),Norfolk
Blakeney Friary,"Carmelite Friars
land granted 1295/6 by Richard Stomer and others with the consent of their lord Sir William Roos;founded 1304-16;
buildings completed 1321;dissolved 1538; granted to William Rede 1541/2;granted to Lady Anne Calthorpe; passed to the local Pepys family;
remains incorporated into Friarage Farmhouse",Snitterley Whitefriars;Sniterley Whitefriars,52°57′19″N 1°01′24″E﻿ / ﻿52.9553103°N 1.0234076°E﻿ / 52.9553103; 1.0234076﻿ (Blakeney Whitefriars),Norfolk
Bradmer Friary,Carmelite Friarsfounded c.1241 (1242-7) by Ralph Hempnale (Hemenhale) and Sir William de Calthrop;transferred to new site at Burnham Norton c.1253,,,Norfolk
Bromehill Priory,"Augustinian Canons Regularfounded before 1224 by Sir Hugh de Plaiz;dissolved 14 May 1528 for Cardinal Wolsey's college at Ipswich; priory demolished; granted to the Fellows of Christ's College, Cambridge by Edward VI","The Priory Church of the Blessed Virgin Mary and Saint Thomas the Martyr, Bromehill",52°27′26″N 0°37′59″E﻿ / ﻿52.4572156°N 0.6331784°E﻿ / 52.4572156; 0.6331784﻿ (Bromehill Priory),Norfolk
Bromholm Priory,"Cluniac monksalien house: dependent on Castle Acre;founded 1113 by William de Glanville;
direct Cluniac rule c.1195;
became denizen: independent from 1390;dissolved 1536; granted to Thomas Woodhouse 1545/6","The Priory Church of Saint Andrew, Bromholm
____________________Broomholm Priory",52°50′46″N 1°28′57″E﻿ / ﻿52.8460646°N 1.4823765°E﻿ / 52.8460646; 1.4823765﻿ (Bromholm Priory),Norfolk
Burnham Norton Friary,"Carmelite Friars
(community founded at Bradmer c.1241 (1242-7));transferred from Bradmer 1253 (1252);dissolved 1538; granted to William, Lord Cobham 1541/2",,52°57′04″N 0°44′06″E﻿ / ﻿52.9510297°N 0.7349038°E﻿ / 52.9510297; 0.7349038﻿ (Burnham Norton Friary),Norfolk
Carbrooke Preceptory,"possibly Knights Templar
possibly founded before 1173 by granted by the husband of Maud, Countess of Clare, with preceptory unfinished;Knights Hospitallerfounded c.1182: Maud, Countess of Clare granted churches of St Peter, Great Carbrook and St John the Baptist, Little Carbrook and manor of Carbrook;dissolved 1540; granted to Sir Richard Gresham and Sir Richard Southwell 1543/4",Carbroke Preceptory,52°34′54″N 0°52′42″E﻿ / ﻿52.5816927°N 0.878225°E﻿ / 52.5816927; 0.878225﻿ (Carbrooke Preceptory),Norfolk
Carbrook Cell,Sisters of the Order of St John of Jerusalem cellfounded unknowntransferred to Buckland c.1180,,,Norfolk
Carrow Priory,"Benedictine nuns
(community founded at Norwich between 1100 and 1135);transferred here 1146, founded by two sisters of the earlier site which was granted land by King Stephen;dissolved 1536; granted to Sir John Shelton 1538;
prioress's house incorporated into later residence;
remains situated within the grounds of Reckitt & Colman's works",The Priory Church of Saint Mary of Carhowe,52°37′06″N 1°18′41″E﻿ / ﻿52.6182939°N 1.3114795°E﻿ / 52.6182939; 1.3114795﻿ (Carrow Priory),Norfolk
Castle Acre Priory,"Cluniac monksalien house: dependent on Lewes, Sussex;founded 1089 (or before 1085) by William de Warenne, 2nd Earl of Surrey;
became denizen: independent from sometime between 1351 and 1374;dissolved 22 November 1537; granted to Thomas Howard, Duke of Norfolk 1537/8;
priors lodgings retained as a residence;
passed into ownership of Sir Edward Coke, and remains in that family;
in guardianship of Ministry of Works 1929; (EH)","The Priory Church of Saint Mary, Castle Acre
Priory Church of Saint Mary, Saint Peter and Saint Paul
____________________Castleacre Priory",52°42′00″N 0°41′06″E﻿ / ﻿52.7000346°N 0.6850147°E﻿ / 52.7000346; 0.6850147﻿ (Castle Acre Priory),Norfolk
Choseley Monastery,"Lazaritesfounded before 1273 (before the reign of Edward I) by the Earl of Gifford;dissolved 1544/5; granted Sir John Dudley, Viscount Lisle",,,Norfolk
Coxford Priory,"Augustinian Canons Regular
(community founded at the church of St Mary, Rudham (East) c.1140);transferred to new site c.1216 (early in the reign of Henry III);dissolved 22 January 1536;granted to Thomas, Duke of Norfolk 1537",Cokesford Priory,52°49′37″N 0°44′30″E﻿ / ﻿52.82698°N 0.74172°E﻿ / 52.82698; 0.74172﻿ (Coxford Priory),Norfolk
Crabhouse Priory,"Augustinian Canonessesfounded c.1181 by Roger, prior, and canons of Ranham (Norman's Burrow) with the consent of their founder William de Lesewis (Leseurs) for the anchoress Lena;
flooded and temporarily abandoned c.1200;
church and many buildings partly rebuilt 1402-4;rebuilt 1420-4;dissolved 1536; granted to Sir John Gage;
house named 'Crabb's Abbey' built on site","The Priory Church of the Blessed Virgin Mary and Saint John the Evangelist
St Mary, St John and St Thomas",52°38′40″N 0°21′55″E﻿ / ﻿52.6444045°N 0.3653544°E﻿ / 52.6444045; 0.3653544﻿ (Crabhouse Priory),Norfolk
Creake Abbey,"chapel
hospitalfounded before 1189 (during the reign of Henry II) by Lady Alice de Nerford and her husband Sir Robert who used the chapel to found a hospital;Augustinian Canons Regularfounded 1206, the master becoming a canon, changing the hospital to a priory with the consent of the widowed Alice;
hospital dedicated to St Bartholomew after(?)1217;
raised to abbey status 1231 by Henry III;
canons wiped out by plague 1506, abbot survived to 12 December 1506;
passed to the Crown 1506; (EH)","The Priory Church of Saint Mary de Pratis
____________________North Creake Abbey;Creek Abbey",52°55′14″N 0°45′34″E﻿ / ﻿52.9206871°N 0.7594219°E﻿ / 52.9206871; 0.7594219﻿ (Creake Abbey),Norfolk
Custhorpe Cell(?),"Augustinian Canons Regular
cell(?)[note 1]dependent on West Acre; possibly a chapel intermittently served by a canon",,52°42′05″N 0°38′41″E﻿ / ﻿52.701421°N 0.6448487°E﻿ / 52.701421; 0.6448487﻿ (Custhorpe Cell (purported)),Norfolk
Docking Priory,Benedictine monksalien house: cell or grange dependent on Ivry-la-Bataille;founded 12th century;dissolved 1455;granted as a 'priory' to Eton College 1436?[note 2],,52°53′34″N 0°36′53″E﻿ / ﻿52.8926583°N 0.6147945°E﻿ / 52.8926583; 0.6147945﻿ (Docking Priory),Norfolk
East Dereham Monastery,"Saxon nuns
nunnery and probable minster founded before 743 by St Withburga;
?destroyed in raids by the Danes c.870;
sole remains are a holy well, reputedly associated with the monastery",,52°40′51″N 0°56′14″E﻿ / ﻿52.6809578°N 0.937132°E﻿ / 52.6809578; 0.937132﻿ (East Dereham Monastery (site)),Norfolk
Field Dalling Grange,"Savignac monksalien housefounded 1138 by Maud de Harscolye: James de Sancto Hylario granted land to the abbey of the Holy Trinity, Savigny;Cistercian monks
orders merged 17 September 1147;
(referred to as a priory cell, but believed to be a grange);dissolved 1414; granted by the Crown to Epworth Priory;granted to the Spittle-on-the-Street, Lincolnshire;granted to the Carthusians of Coventry, Warwickshire (West Midlands);granted to the Carthusian priory of Mount Grace 1462;granted to Martyng Hastings and James Borne",Dallingfield Priory;Field-Dalling Priory;Fieldallyng Priory,52°54′17″N 0°59′09″E﻿ / ﻿52.9045926°N 0.9858727°E﻿ / 52.9045926; 0.9858727﻿ (Field Dalling Grange),Norfolk
Flitcham Priory,"Augustinian Canons Regularfounded c.1217 (early in the reign of Henry III) by Sir Robert Aguillon (granted to Dametta de Flitcham);
in decay by 1528;dissolved 1538; granted to Edward Lord Clinton 1538/9;
house built on site 16th century",St Mary ad Fontes,52°48′32″N 0°34′20″E﻿ / ﻿52.8088678°N 0.5723405°E﻿ / 52.8088678; 0.5723405﻿ (Flitcham Priory),Norfolk
